id,score,term,topic,dropdown
115,0.5748286,torment,7,2006
116,0.5746924,longing,7,2006
117,0.5679863,obsession,7,2006
118,1.0000000,lust,8,2006
119,0.6964986,greed,8,2006
120,0.6444659,jealousy,8,2006
121,0.6252428,desires,8,2006
122,0.6230931,pleasures,8,2006
123,0.6209793,infatuation,8,2006
124,0.6208958,desire,8,2006
125,0.6120959,seduction,8,2006
126,0.6102662,envy,8,2006
127,0.6070353,craving,8,2006
128,0.6068742,angst,8,2006
129,0.5986289,thirst,8,2006
130,0.5944273,despair,8,2006
131,0.5866362,love,8,2006
132,0.5853659,sensual,8,2006
133,0.5808747,passions,8,2006
134,0.5765799,temptation,8,2006
135,0.5748286,torment,8,2006
136,0.5746924,longing,8,2006
137,0.5679863,obsession,8,2006
138,0.6964986,greed,9,2006
139,0.6444659,jealousy,9,2006
140,0.6252428,desires,9,2006
141,0.6230931,pleasures,9,2006
142,0.6209793,infatuation,9,2006
143,0.6208958,desire,9,2006
144,0.6120959,seduction,9,2006
145,0.6102662,envy,9,2006
146,0.6070353,craving,9,2006
147,0.6068742,angst,9,2006
148,0.5986289,thirst,9,2006
149,0.5944273,despair,9,2006
150,0.5866362,love,9,2006
151,0.5853659,sensual,9,2006
152,0.5808747,passions,9,2006
153,0.5765799,temptation,9,2006
154,0.5748286,torment,9,2006
155,0.5746924,longing,9,2006
156,0.5679863,obsession,9,2006
157,1.0000000,lust,0,2007
158,0.6964986,greed,0,2007
159,0.6444659,jealousy,0,2007
160,0.6252428,desires,0,2007
161,0.6230931,pleasures,0,2007
162,0.6209793,infatuation,0,2007
163,0.6208958,desire,0,2007
164,0.6120959,seduction,0,2007
165,0.6102662,envy,0,2007
166,0.6070353,craving,0,2007
167,0.6068742,angst,1,2007
168,0.5986289,thirst,1,2007
169,0.5944273,despair,1,2007
170,0.5866362,love,1,2007
171,0.5853659,sensual,1,2007
172,0.5808747,passions,1,2007
173,0.5765799,temptation,1,2007
174,0.5748286,torment,1,2007
175,0.5746924,longing,1,2007
176,0.5679863,obsession,1,2007
177,1.0000000,lust,2,2007
178,0.6964986,greed,2,2007
179,0.6444659,jealousy,2,2007
180,0.6252428,desires,2,2007
181,0.6230931,pleasures,2,2007
182,0.6209793,infatuation,2,2007
183,0.6208958,desire,2,2007
184,0.6120959,seduction,2,2007
185,0.6102662,envy,2,2007
186,0.6070353,craving,2,2007
187,0.6068742,angst,2,2007
188,0.5986289,thirst,2,2007
189,0.5944273,despair,2,2007
190,0.5866362,love,2,2007
191,0.5853659,sensual,2,2007
192,0.5808747,passions,2,2007
193,0.5765799,temptation,2,2007
194,0.5748286,torment,2,2007
195,0.5746924,longing,2,2007
196,0.5679863,obsession,2,2007
197,0.6964986,greed,3,2007
198,0.6444659,jealousy,3,2007
199,0.6252428,desires,3,2007
200,0.6230931,pleasures,3,2007
201,0.6209793,infatuation,3,2007
202,0.6208958,desire,3,2007
203,0.6120959,seduction,3,2007
204,0.6102662,envy,3,2007
205,0.6070353,craving,3,2007
206,0.6068742,angst,3,2007
207,0.5986289,thirst,3,2007
208,0.5944273,despair,3,2007
209,0.5866362,love,3,2007
210,0.5853659,sensual,3,2007
211,0.5808747,passions,3,2007
212,0.5765799,temptation,3,2007
213,0.5748286,torment,3,2007
214,0.5746924,longing,3,2007
215,0.5679863,obsession,3,2007
216,0.6964986,greed,4,2007
217,0.6444659,jealousy,4,2007
218,0.6252428,desires,4,2007
219,0.6230931,pleasures,4,2007
220,0.6209793,infatuation,4,2007
221,0.6208958,desire,4,2007
222,0.6120959,seduction,4,2007
223,0.6102662,envy,4,2007
224,0.6070353,craving,4,2007
225,0.6068742,angst,4,2007
226,0.5986289,thirst,4,2007
227,0.5944273,despair,4,2007
228,0.5866362,love,4,2007
229,0.5853659,sensual,4,2007
230,0.5808747,passions,4,2007
231,0.5765799,temptation,4,2007
232,0.5748286,torment,4,2007
233,0.5746924,longing,4,2007
234,0.5679863,obsession,4,2007
235,0.6964986,greed,5,2007
236,0.6444659,jealousy,5,2007
237,0.6252428,desires,5,2007
238,0.6230931,pleasures,5,2007
239,0.6209793,infatuation,5,2007
240,0.6208958,desire,5,2007
241,0.6120959,seduction,5,2007
242,0.6102662,envy,5,2007
243,0.6070353,craving,5,2007
244,0.6068742,angst,5,2007
245,0.5986289,thirst,5,2007
246,0.5944273,despair,5,2007
247,0.5866362,love,5,2007
248,0.5853659,sensual,5,2007
249,0.5808747,passions,5,2007
250,0.5765799,temptation,5,2007
251,0.5748286,torment,5,2007
252,0.5746924,longing,5,2007
253,0.5679863,obsession,5,2007
254,1.0000000,lust,6,2007
255,0.6964986,greed,6,2007
256,0.6444659,jealousy,6,2007
257,0.6252428,desires,6,2007
258,0.6230931,pleasures,6,2007
259,0.6209793,infatuation,6,2007
260,0.6208958,desire,6,2007
261,0.6120959,seduction,6,2007
262,0.6102662,envy,6,2007
263,0.6070353,craving,6,2007
264,0.6068742,angst,7,2007
265,0.5986289,thirst,7,2007
266,0.5944273,despair,7,2007
267,0.5866362,love,7,2007
268,0.5853659,sensual,7,2007
269,0.5808747,passions,7,2007
270,0.5765799,temptation,7,2007
271,0.5748286,torment,7,2007
272,0.5746924,longing,7,2007
273,0.5679863,obsession,7,2007
274,1.0000000,lust,8,2007
275,0.6964986,greed,8,2007
276,0.6444659,jealousy,8,2007
277,0.6252428,desires,8,2007
278,0.6230931,pleasures,8,2007
279,0.6209793,infatuation,8,2007
280,0.6208958,desire,8,2007
281,0.6120959,seduction,8,2007
282,0.6102662,envy,8,2007
283,0.6070353,craving,8,2007
284,0.6068742,angst,8,2007
285,0.5986289,thirst,8,2007
286,0.5944273,despair,8,2007
287,0.5866362,love,8,2007
288,0.5853659,sensual,8,2007
289,0.5808747,passions,8,2007
290,0.5765799,temptation,8,2007
291,0.5748286,torment,8,2007
292,0.5746924,longing,8,2007
293,0.5679863,obsession,8,2007
294,0.6964986,greed,9,2007
295,0.6444659,jealousy,9,2007
296,0.6252428,desires,9,2007
297,0.6230931,pleasures,9,2007
298,0.6209793,infatuation,9,2007
299,0.6208958,desire,9,2007
300,0.6120959,seduction,9,2007
301,0.6102662,envy,9,2007
302,0.6070353,craving,9,2007
303,0.6068742,angst,9,2007
304,0.5986289,thirst,9,2007
305,0.5944273,despair,9,2007
306,0.5866362,love,9,2007
307,0.5853659,sensual,9,2007
308,0.5808747,passions,9,2007
309,0.5765799,temptation,9,2007
310,0.5748286,torment,9,2007
311,0.5746924,longing,9,2007
312,0.5679863,obsession,9,2007
313,0.6068742,angst,1,2008
314,0.5986289,thirst,1,2008
315,0.5944273,despair,1,2008
316,0.5866362,love,1,2008
317,0.5853659,sensual,1,2008
318,0.5808747,passions,1,2008
319,0.5765799,temptation,1,2008
320,0.5748286,torment,1,2008
321,0.5746924,longing,1,2008
322,0.5679863,obsession,1,2008
323,1.0000000,lust,2,2008
324,0.6964986,greed,2,2008
325,0.6444659,jealousy,2,2008
326,0.6252428,desires,2,2008
327,0.6230931,pleasures,2,2008
328,0.6209793,infatuation,2,2008
329,0.6208958,desire,2,2008
330,0.6120959,seduction,2,2008
331,0.6102662,envy,2,2008
332,0.6070353,craving,2,2008
333,0.6068742,angst,2,2008
334,0.5986289,thirst,2,2008
335,0.5944273,despair,2,2008
336,0.5866362,love,2,2008
337,0.5853659,sensual,2,2008
338,0.5808747,passions,2,2008
339,0.5765799,temptation,2,2008
340,0.5748286,torment,2,2008
341,0.5746924,longing,2,2008
342,0.5679863,obsession,2,2008
343,0.6964986,greed,3,2008
344,0.6444659,jealousy,3,2008
345,0.6252428,desires,3,2008
346,0.6230931,pleasures,3,2008
347,0.6209793,infatuation,3,2008
348,0.6208958,desire,3,2008
349,0.6120959,seduction,3,2008
350,0.6102662,envy,3,2008
351,0.6070353,craving,3,2008
352,0.6068742,angst,3,2008
353,0.5986289,thirst,3,2008
354,0.5944273,despair,3,2008
355,0.5866362,love,3,2008
356,0.5853659,sensual,3,2008
357,0.5808747,passions,3,2008
358,0.5765799,temptation,3,2008
359,0.5748286,torment,3,2008
360,0.5746924,longing,3,2008
361,0.5679863,obsession,3,2008
362,0.6964986,greed,4,2008
363,0.6444659,jealousy,4,2008
364,0.6252428,desires,4,2008
365,0.6230931,pleasures,4,2008
366,0.6209793,infatuation,4,2008
367,0.6208958,desire,4,2008
368,0.6120959,seduction,4,2008
369,0.6102662,envy,4,2008
370,0.6070353,craving,4,2008
371,0.6068742,angst,4,2008
372,0.5986289,thirst,4,2008
373,0.5944273,despair,4,2008
374,0.5866362,love,4,2008
375,0.5853659,sensual,4,2008
376,0.5808747,passions,4,2008
377,0.5765799,temptation,4,2008
378,0.5748286,torment,4,2008
379,0.5746924,longing,4,2008
380,0.5679863,obsession,4,2008
381,0.6964986,greed,5,2008
382,0.6444659,jealousy,5,2008
383,0.6252428,desires,5,2008
384,0.6230931,pleasures,5,2008
385,0.6209793,infatuation,5,2008
386,0.6208958,desire,5,2008
387,0.6120959,seduction,5,2008
388,0.6102662,envy,5,2008
389,0.6070353,craving,5,2008
390,0.6068742,angst,5,2008
391,0.5986289,thirst,5,2008
392,0.5944273,despair,5,2008
393,0.5866362,love,5,2008
394,0.5853659,sensual,5,2008
395,0.5808747,passions,5,2008
396,0.5765799,temptation,5,2008
397,0.5748286,torment,5,2008
398,0.5746924,longing,5,2008
399,0.5679863,obsession,5,2008
400,1.0000000,lust,6,2008
401,0.6964986,greed,6,2008
402,0.6444659,jealousy,6,2008
403,0.6252428,desires,6,2008
404,0.6230931,pleasures,6,2008
405,0.6209793,infatuation,6,2008
406,0.6208958,desire,6,2008
407,0.6120959,seduction,6,2008
408,0.6102662,envy,6,2008
409,0.6070353,craving,6,2008
410,0.6068742,angst,7,2008
411,0.5986289,thirst,7,2008
412,0.5944273,despair,7,2008
413,0.5866362,love,7,2008
414,0.5853659,sensual,7,2008
415,0.5808747,passions,7,2008
416,0.5765799,temptation,7,2008
417,0.5748286,torment,7,2008
418,0.5746924,longing,7,2008
419,0.5679863,obsession,7,2008
420,1.0000000,lust,8,2008
421,0.6964986,greed,8,2008
422,0.6444659,jealousy,8,2008
423,0.6252428,desires,8,2008
424,0.6230931,pleasures,8,2008
425,0.6209793,infatuation,8,2008
426,0.6208958,desire,8,2008
427,0.6120959,seduction,8,2008
428,0.6102662,envy,8,2008
429,0.6070353,craving,8,2008
430,0.6068742,angst,8,2008
431,0.5986289,thirst,8,2008
432,0.5944273,despair,8,2008
433,0.5866362,love,8,2008
434,0.5853659,sensual,8,2008
435,0.5808747,passions,8,2008
436,0.5765799,temptation,8,2008
437,0.5748286,torment,8,2008
438,0.5746924,longing,8,2008
439,0.5679863,obsession,8,2008
440,0.6964986,greed,9,2008
441,0.6444659,jealousy,9,2008
442,0.6252428,desires,9,2008
443,0.6230931,pleasures,9,2008
444,0.6209793,infatuation,9,2008
445,0.6208958,desire,9,2008
446,0.6120959,seduction,9,2008
447,0.6102662,envy,9,2008
448,0.6070353,craving,9,2008
449,0.6068742,angst,9,2008
450,0.5986289,thirst,9,2008
451,0.5944273,despair,9,2008
452,0.5866362,love,9,2008
453,0.5853659,sensual,9,2008
454,0.5808747,passions,9,2008
455,0.5765799,temptation,9,2008
456,0.5748286,torment,9,2008
457,0.5746924,longing,9,2008
458,0.5679863,obsession,9,2008
